"userid","userlocation","statusid","statustime","tweet"
"1556938224","Saratoga Springs, New York ","856565795782111233","2017-04-24 17:49:34","@realDonaldTrump What is your plan??? Spell it out, item by item. What are you hiding???"
"817889486247968768","Brooklyn, NYC","856565753172156416","2017-04-24 17:49:24","@AmenaShaladi  Gee Amena, wondering how the tax returns of the American president affects you in any way? 
@TheLizMac @realDonaldTrump"
"12412222","New York, NY","856565648121511938","2017-04-24 17:48:59","Hey @realDonaldTrump , you know who got better ratings than you? OJ Simpson."
"19436852","New York","856565577917267968","2017-04-24 17:48:42","@peterdaou @sarahkendzior @jfagone Americans do tend to tune into the news more when there is a National crisis = @realDonaldTrump"
"2153490764","New York / Los Angeles","856565558480908291","2017-04-24 17:48:38",".@vicenews will cover the first 100 days of the Trump presidency with a special edition this Friday, April 28 at 7:30PM on @HBO."
"4390015513","New York","856565496547688448","2017-04-24 17:48:23","@JohnLeguizamo @realDonaldTrump @abc Russia rides the white horse."
"229010922","NYC","856612371808301056","2017-04-24 20:54:39","@rolandsmartin @SheriffClarke @realDonaldTrump Clarke is worthless and a degenerate. He should be run out of that town and not have a badge."
"108977933","New York, NY","856612230535815168","2017-04-24 20:54:05","After 3 months of waffling and flirting w/ Holocaust denial, POTUS Trump now firmly anti-Holocaust. Great moment in American history #MAGA"
"192469958","ADKs New York","856612197660753921","2017-04-24 20:53:57","@realDonaldTrump Fuck ur wall dick!"
"192469958","ADKs New York","856612032971407360","2017-04-24 20:53:18","@realDonaldTrump Bullshit cockwad"
"805593247133405186","New York, USA","856611894995673089","2017-04-24 20:52:45","@Millennial_Dems DJT has donated marlargo to the American public to be used as the Winter White House!!!!"
"1714196598","New York, NY","856611892156092416","2017-04-24 20:52:44","SJWs have apparently turned to attacking people who AGREE with them.

These are the people who got Trump elected President."
"829475202719432704","New York, NY","856611862582001664","2017-04-24 20:52:37","@atrumptastrophe @POTUS #TheResistance The man is a mental case and must be #impeached. He cannot represent, must less lead, #ourcountry."
"929061098","NyC","856611836829077504","2017-04-24 20:52:31","@johnnywehrung @stainlessray @dunksalot @jaketapper @CNN @POTUS ...the past.  #Context 2/2"
"108983836","New York, USA","856611611301167104","2017-04-24 20:51:37","@aravosis @realDonaldTrump Soros must pay good money to democrats clowns to troll Trump page?"
"108983836","New York, USA","856611491763572736","2017-04-24 20:51:09","@aravosis @realDonaldTrump Do you have a job apart from trolling?"
"16863124","New York, NY/Malibu. CA","856611406560362496","2017-04-24 20:50:49","@jaketapper @realDonaldTrump executive orders will be undone Zero legislation nothing but bull crap from a  Birther liar tax evader con man."
"610534978","New York, NY","856611395068194816","2017-04-24 20:50:46","@Fahrenthold @RepMarkMeadows He knows how desperate Trump is for a deal."
"743240546760691714","New York, NY","856611277262770182","2017-04-24 20:50:18","@kelseylh The Thursday to Sunday White House"
"450992379","Upstate New York","856611224217374720","2017-04-24 20:50:05","@realDonaldTrump The  Coast Guard is important in this too but you want to cut funding."
"2273927596","Long Island, New York","856611212594950146","2017-04-24 20:50:02","@qedigiv @Impeach_D_Trump Agree!!!!"
"78128287","New York","856611177258004480","2017-04-24 20:49:54","The best experience is real life experience. Look at the beautiful real things @Trump built"
"771135857336193024","New York, USA","856611162351431680","2017-04-24 20:49:50","@SachsSe @BeauWillimon @nickyintheburgh @BarackObama @realDonaldTrump Fine...you can put your head back in the sand now...."
"322986132","New York","856611160837279746","2017-04-24 20:49:50","@thehill @Donnalee711 trump never won the election and he knows it"
"1876703346","New York,NY","856611144856895488","2017-04-24 20:49:46","Toxic trump midterm election cancer spreads"
"281774409","NYC USA","856611142487220228","2017-04-24 20:49:46","@Shakestweetz Great article, but what about the fact that most white women voted for Trump? How do we wrap our brains around that?"
"223588443","Walworth, New York","856611082730864641","2017-04-24 20:49:31","@realDonaldTrump Are the Mexicans sending you a check.  Liar liar pants on fire"
"46220140","New York","856611061851725828","2017-04-24 20:49:26","@SpeakerRyan its disgraceful what you and the other Republicans let @realDonaldTrump get away with. Most corrupt president ever."
"823649341890031622","New York, USA","856610809287516160","2017-04-24 20:48:26","@DunawayDana @UniteBlueFL @SmithHeddi @realDonaldTrump He protected us from having the government control our phones."
"825546153710276608","Marthas Vineyard, NYC, Florida","856610772021125120","2017-04-24 20:48:17","After reading the AP interview with Trump, I cannot believe that Trump legitimately earned a degree from Wharton @CharlesMBlow @Fahrenthold"
"127875855","New Yorkish","856610765616316416","2017-04-24 20:48:16","@realDonaldTrump You have no plan, no clue, and no frontal lobe left."
"33851679","Staten Island, New York","856610746419040260","2017-04-24 20:48:11","@MsTerryMcMillan @Impeach_D_Trump Right.  Maybe they should get ""grammar check."""
"787416582754631681","New York, NY","856610682061697025","2017-04-24 20:47:56","Notice whenever #POTUS #Trump or admin speak it revolves around whats best 4 AMERICANS &amp; #Democrats want whats best 4 #illegals &amp; #migrants"
"322986132","New York","856610571004891142","2017-04-24 20:47:29","@SenatorBurr Also Senator that joke alone should disqualify you from any investigation in the real trump russia issue"
"280201896","NYC","856610545201491968","2017-04-24 20:47:23","@Jack_Slater wrong. At least the 2 cans are good at something.

trump is a talentless crook."
"467726691","New York, NY","856610478671495169","2017-04-24 20:47:07","@thriftymaven any anonymous Trump/Hannity twitter troll can make those claims."
"710288623355039744","New York, USA","856610354066894848","2017-04-24 20:46:38","@azalben @realDonaldTrump @WorldJewishCong They were dumbass"
"17738472","New York, NY","856610023811813378","2017-04-24 20:45:19","Donald Trump and Kim Jong Un: two lunatics with severe problems of insecurity. What could go wrong? #maga #MakeAmericaGreatAgain #NorthKorea"
"14189338","New York City","856609979419295744","2017-04-24 20:45:08","Concerned that POTUS looking to make entire US Senate eat the Mar-A-Lago lunch special"
"149914202","New York, NY","856609777882980352","2017-04-24 20:44:20","@realDonaldTrump @WorldJewishCong Ok, but why are you always shouting?"
"237845487","Broadway - New York, NY","856609702448443394","2017-04-24 20:44:02","I give Donald credit for one major achievement: he has mobilized an unprecedented number of Americans to #resist and run for office in 2018."
"710288623355039744","New York, USA","856609638891925505","2017-04-24 20:43:47","@tonyposnanski @realDonaldTrump @WorldJewishCong Step away from the pipe"
"15172502","New York, NY","856609588036083712","2017-04-24 20:43:35","@realDonaldTrump Prove it"
"710288623355039744","New York, USA","856609541806370816","2017-04-24 20:43:24","@realDonaldTrump @WorldJewishCong Just came by to see the peaceful liberal spew more hate ...

Carry on"
"1959354384","brooklyn nyc","856609508222578690","2017-04-24 20:43:16","@realDonaldTrump still looking for my dream job
 im a computer n business management major."
"751283435382067202","New York, USA","856609452610527233","2017-04-24 20:43:03","WTH is a government website selectively advertising a private business? Trump is completely spitting on our Constitution"
"472601219","New York City","856609440384077828","2017-04-24 20:43:00","When is the senate supposed to go to the White House?"
"1876703346","New York,NY","856609437951434756","2017-04-24 20:42:59","Trump has 2 connections to Truman: trump has lowest approval since Truman &amp; trump signed most exec orders power grabs since Truman."
"1264725162","new york","856609421069299714","2017-04-24 20:42:55","#jakeTapper Trump did so many executive orders to repeal the ridiculous exec orders of Obama. Even an imbecile like your should realize that"
"845798382924976128","New York, NY","856609402476011521","2017-04-24 20:42:51","@realDonaldTrump @WorldJewishCong I swear if there is one anti Semite in this thread..."
"2335235053","New York, New York","856609269940187136","2017-04-24 20:42:19","@politico @realDonaldTrump WTF is going on?"
"1959354384","brooklyn nyc","856609268082122754","2017-04-24 20:42:19","@realDonaldTrump plz promise  us youll do the right thing ! for us americans!
as an american latina mixed  ive acomplished much but ...."
"805593247133405186","New York, USA","856609207755427843","2017-04-24 20:42:04","@NancyPelosi @oufenix @realDonaldTrump There is no winter WH, branding nonsense, you are being played!"
"818577421616222208","New York, NY","856609156433928194","2017-04-24 20:41:52","Trying to convince The Big Popper @realDonaldTrump get a White House pet. Thinking that a feret might be a good choice. #first100"
"721769733222227968","New York, USA","856609062183735296","2017-04-24 20:41:30","@dthomicide We will continue having many conversation as long as we stay on the same path. NEVER WILL I VOTE 4 A Asshole like Trump."
"1959354384","brooklyn nyc","856608996115050497","2017-04-24 20:41:14","@realDonaldTrump  im also your wife age!~"
"353849714","New York","856608962279600128","2017-04-24 20:41:06","@realDonaldTrump 
Daily Reminder: #MAGA by putting Donald Trump in prison
#ImpeachTrump 
@POTUS @SenateMajLdr @SpeakerRyan @PressSec @GOP"
"845798382924976128","New York, NY","856608959905624064","2017-04-24 20:41:05","@GeorgeJTrump @realDonaldTrump @WorldJewishCong That profile pic LOL"
"1959354384","brooklyn nyc","856608935771590656","2017-04-24 20:40:59","@realDonaldTrump  God bless you president trump i always admired you from your apprentice show ! youre very smart a newyorker like me too"
"757304089730482176","New York, NY","856608928569987076","2017-04-24 20:40:58","@StephanieKass @realDonaldTrump @WorldJewishCong You dont speak for all jews.. #NotAll"
"797101164017975296","New York, NY","856608925663338496","2017-04-24 20:40:57","@RealDonaldTrump will read a book when hell freezes over #LibelTrump"
"598278092","New York","856608820294017024","2017-04-24 20:40:32","@Aosc2 @StephanieKass @realDonaldTrump @WorldJewishCong For the brain-dead left, this is true."
"320476413","New York, NY","856608819350294529","2017-04-24 20:40:32","As an American that believes in love &amp; inclusion, I STRONGLY object to President Trump addressing the crowd at the @HolocaustMuseum tomorrow"
"751068221759975428","New York, NY","856608746306510850","2017-04-24 20:40:14","@UnsubDolanDark @jerrymaherwd @arsenalsdove @CNN @BarackObama Trump Definition of Care. Act Like a Populist."
"793909974581870592","New York, USA","856608695807037441","2017-04-24 20:40:02","@Scavino45 @hale4jesus @realDonaldTrump @POTUS @jdgreenblatt45 @NStrom45 We now have a president who loves Israel and the Jewish people..."
"713747454647275522","New York, USA","856608403677904896","2017-04-24 20:38:53","@charlescmarquez @realDonaldTrump Ppl have gone crazy, the Libs have lost their minds. Lets stack the deck. 1000 bikers. Lets go! Done takin"
"1839483949","New York","856608333201108992","2017-04-24 20:38:36","@BetsyOShea @brian_kautz @EJShoe @JordanUhl @realDonaldTrump By it polluting the soil and water supply it is...."
"757304089730482176","New York, NY","856608328302120964","2017-04-24 20:38:35","@YLuka864Papey @williamlegate @realDonaldTrump @WorldJewishCong No original thoughts i see.. follow along sheeple"
"17642747","New York, USA","856608253073076224","2017-04-24 20:38:17","@realDonaldTrump @WorldJewishCong Be a president for all Americans."
"1255767391","NYC-----Delray Beach, Fla","856608247826046978","2017-04-24 20:38:15","@NBCNews This is a gentleman ! And deffo not that piece of crap screwing up the White House."
"561555163","Sayville, New York","856608235427639297","2017-04-24 20:38:12","For anyone still stupid enough to believe @realDonaldTrump is out to benefit anyone but himself, you deserve the country you are creating."
"242975331","New York, NY","856608160072814598","2017-04-24 20:37:55","@TomthunkitsMind @janeface15 Trump told AP he had ""great chemistry"" with Merkel."
"114539134","New York, USA","856608144075747329","2017-04-24 20:37:51","@RVAwonk @sarahkendzior Richard Burr and GOP colluding with Trump. Next up: war to distract from their total complicity."
"17642747","New York, USA","856607929365090308","2017-04-24 20:37:00","@realDonaldTrump @WorldJewishCong You support a Holocaust denier in France now. And your base is Anti-Semitic."
"1368287814","Long Island,New York ","856607923425955840","2017-04-24 20:36:58","@Corrynmb @TrumpGirlMAGA @POTUS No Shit. Morning Shmoe ! Yes , Mika is thinking how do I diss Trump here? Hmm"
"265645376","New York City","856607901468827648","2017-04-24 20:36:53","One reason 6 million Jews died in Nazi death camps: a US Refugee ban. Please, @HolocaustMuseum, say no to Trump. #NeverAgainStartsWithUS"
"757304089730482176","New York, NY","856607867666931712","2017-04-24 20:36:45","@realDonaldTrump @WorldJewishCong Keep up the great work #MAGA"
"298629655","New York City","856607835295272960","2017-04-24 20:36:37","@Corrynmb @POTUS Mika needs a good stiff ""what fer"""
"822599632459100161","New York, NY","856607812574695426","2017-04-24 20:36:32","@realDonaldTrump @WorldJewishCong End the bigotry. End the hate. Continue the #Resistance."
"751773680405995520","New York, USA","856607708799258624","2017-04-24 20:36:07","@williamlegate @realDonaldTrump @WorldJewishCong U need to tell mom and dad to build a safe place in ur basement next to ur room cupcake"
"745337355347890177","New York, USA","856607525508186112","2017-04-24 20:35:23","@6549lmartin @PJMedia_com:It was/is an option...blunt Trump is not a weakling...UKE! Spoil TAMAERND chatnee=Pelosi,pulauree girrll..."
"1143650232","New York, USA","856607506579177473","2017-04-24 20:35:19","@CNNPolitics Trump prefers his drinkable urine unfiltered which can lead to orange pigmentation of the epidermis. #alternativefacts"
"1370871841","New York City","856607464279515136","2017-04-24 20:35:09","Love how @POTUS told UN #SecurityCouncil ambassadors &amp; spouses today: ""this is a very, very important and powerful group of people..."""
"751068221759975428","New York, NY","856607447586361347","2017-04-24 20:35:05","@thehill @realDonaldTrump you Dumb POS"
"353272992","New York","856607441764700161","2017-04-24 20:35:03","Now, @MSignorile welcomes @AprilDRyan of @AURNOnline to the show to discuss her new book #AtMamasKnee and covering the #WhiteHouse!"
"19750159","NYC","856607334088552448","2017-04-24 20:34:38","@realDonaldTrump @WorldJewishCong And yet you employ @sebgorka."
"265816414","New York","856607330888232960","2017-04-24 20:34:37","@jules_su @realDonaldTrump @WorldJewishCong Shut the fuck up you piece of shit  libtard and show some respect for the dead"
"747599000090578944","New York, USA","856607321908183042","2017-04-24 20:34:35","@RozzieVox @bkerensa @realDonaldTrump I agree. The 100k and under families are getting screwed big time"
"367456402","NYC","856607309262356480","2017-04-24 20:34:32","""President Obama"" should hold a rally...you know ..just to piss off trump :-)"
"265816414","New York","856607295454810112","2017-04-24 20:34:28","@williamlegate @realDonaldTrump @WorldJewishCong Shut the fuck up you piece of shit  libtard and show some respect for the dead"
"842789592","New York","856607249287884800","2017-04-24 20:34:17","@realDonaldTrump @WorldJewishCong Thank you Mr. President."
"469936975","New York || ","856607231684616193","2017-04-24 20:34:13","@realDonaldTrump @WorldJewishCong only DJT could use the first 25 sec of a 2 min Holocaust video to boast about winning the presidency"
"17642747","New York, USA","856607193939968003","2017-04-24 20:34:04","@realDonaldTrump @WorldJewishCong Did you sign it at a Holocaust center where your team denied the use of chemical weapons?"
"751068221759975428","New York, NY","856607154786230276","2017-04-24 20:33:55","@realDonaldTrump @WorldJewishCong Fire Bannon"
"63885431","New York, USA","856607030269837314","2017-04-24 20:33:25","@Miguel_M1GS Trump"
"170155333","NYC","856606965727940609","2017-04-24 20:33:10","@ddale8 I DETEST Trump, but actually, when it comes t children, Trump does seem to have a heart."
"22252326","New York","856606951865815040","2017-04-24 20:33:06","Donald Trump should have taken a gap year- so proud of @GlobalCitizenYr fellow Maria Morava ://ow.ly/icQk30b8i1y"
"29058864","New York","856606911063629825","2017-04-24 20:32:57","Hey - @realDonaldTrump: How are we supposed to fight against ISIS when all our forces are deployed into NK?"
"298629655","New York City","856606909897551872","2017-04-24 20:32:56","@Corrynmb @starrtraveler29 @POTUS Mika looks like old school matron when kids are misbehaving in the lunch room."
"1581901458","Long Island, New York","856606909566246913","2017-04-24 20:32:56","@KassandraSeven I guess the next step is Ivanka selling clothes and shoes on the south lawn of the white house"
"314839041","Manhattan, NYC, NY","856606887277727745","2017-04-24 20:32:51","@realDonaldTrump Thank Cthulhu your ratings are so high; as high as when 2,996 Americans were murdered."
"2273927596","Long Island, New York","856606838841913344","2017-04-24 20:32:40","@2020fight It will not be a wall, it will be the longest Trump hotel ever built, really long, really, really long, Really!"
"2844364176","Upstate new york ","856606699553259520","2017-04-24 20:32:06","@BRYANFJ @MarieLeff @CNN Actually Trump is "" fake""   He is made of silicon and other waste products"
"26930725","New York, NY","856606668859334657","2017-04-24 20:31:59","@Cmasse0164 @bdgrabinski @Nightwolfzx6r @darren9865 @LukeHines @realDonaldTrump @NASA @AstroPeggy @HillaryClinton Troll or bot. Block him!"
"226022123","New York, NY","856606518988472321","2017-04-24 20:31:23","@realDonaldTrump @RednaxalA Let it collapse! Show the #democrats what a failure it is (because of its poor design)."
"798689680757813249","New York, USA","856606450415796224","2017-04-24 20:31:07","@CaptainAnatine Typical form during a final round like US President is not a party leader while governing."
"464907999","NYC... Where else?","856606383466102784","2017-04-24 20:30:51","@MalcolmNance POTUS pulling a Wag the Dog?"
"20802652","DUMBO, NYC","856606300138082306","2017-04-24 20:30:31","@realDonaldTrump America is a death spiral with you in charge."
"1602071850","New York","856606257536528384","2017-04-24 20:30:21","Obama can not do anything right after all he is a black man.White House full of Russian Spies its OK as long as they are all whites,Bastards"
"71574695","New York","856606249743507456","2017-04-24 20:30:19","@RepAdamSchiff @POTUS Where is the plan ""The generals"" were presenting on day 30?"
"800533188523094016","New York, NY","856606106902302720","2017-04-24 20:29:45","@realDonaldTrump WHAT is wrong with you?! Down is not UP, no matter how much you want to believe it or how many times you say it!"
"229300260","New York","856606033736859648","2017-04-24 20:29:28","Trump brags that he the highest ratings since 9/11. Sean Spicer doubles down sighting That Hitler could only hold a single race captive."
"756972152385970177","New York, USA","856605743130091520","2017-04-24 20:28:18","@davebernstein please let @SenatorBurr  know your thoughts on his obstruction of the Trump Russia investigation (202)- 224 -3155"
"29058864","New York","856605703976493056","2017-04-24 20:28:09","Maybe we should make sure that @realDonaldTrump is a legitimate president before we allow him to declare war?"
"2289599894","New York","856605675069296641","2017-04-24 20:28:02","@realDonaldTrump If Obamacare falls lots of Americans will  e in a death spiral."
"53072011","New York, NY","856605602067382273","2017-04-24 20:27:45","@drshinaver #fakenews #FactCheck Trump has the lowest approval rating at this stage in the term of any president since Truman barely 40%"
"2343025604","New York West CoastOG Far East","856605567242076165","2017-04-24 20:27:36","@realDonaldTrump is calling for STRICTER TOUGHER TIGHTER economic sanctions against North Korea as opposed to military action. I AGREE!!!!!!"
"2344970579","New York, USA","856605468327911424","2017-04-24 20:27:13","@NancyPelosi @realDonaldTrump Please get this man impeached!!!!"
"756972152385970177","New York, USA","856605378917785600","2017-04-24 20:26:51","@SethAbramson please let @SenatorBurr  know your thoughts on his obstruction of the Trump Russia investigation (202)- 224 -3155"
"120885190","NYC ","856605360014209025","2017-04-24 20:26:47","@bonitarosekemp @MalcolmNance Bingo, and it will work. Trump can sneeze and MSM will cover it for days."
"30095364","New York City","856605213662232576","2017-04-24 20:26:12","@thetoddwhaines Any Trump supporter that can say that OBAMA was unqualified is living in an alternate reality."
"772974972205694976","New York, USA","856605161187418114","2017-04-24 20:26:00","@thehill Who knew Trump knows so little?"
"267224087","Atlanta,GA/Bronx,NY","856605125527384064","2017-04-24 20:25:51","Trump &amp; Company will be at the Congress center on Friday for the NRA Convention.. Im staying away from downtown this weekend.."
"541453720","New York, USA","856604897931927553","2017-04-24 20:24:57","@ReutersPolitics @Reuters Mass confusion as many of the Senate headed to Mar-e-Lago for golf, given thats where POTUS is usually."
"772974972205694976","New York, USA","856604889694318593","2017-04-24 20:24:55","@thehill Like Obama,Trump is a rock star."
"2998209231","New York, USA","856604796870176768","2017-04-24 20:24:33","@reneeurso @reremotherof2 @gjacquette @armgoodman2 @DTrumpExposed @realDonaldTrump @POTUS44 @GOP The dad said ""Because I trusted him""."
"26930725","New York, NY","856604424432758788","2017-04-24 20:23:04","@Richard74195773 @PeterMeiszner @realDonaldTrump And his opinions are spot on!"
"771135857336193024","New York, USA","856604416128036865","2017-04-24 20:23:02","@SachsSe @BeauWillimon @nickyintheburgh @BarackObama @realDonaldTrump Yeah. We did...its why Trump got elected!"
"736915080395296769","New York, NY","856604332623572992","2017-04-24 20:22:42","@realDonaldTrump stop trying to appease your billionaire posse and focus on the 3/4 of the country that are not behind you."
"26930725","New York, NY","856604318224592896","2017-04-24 20:22:39","@PeterMeiszner @Richard74195773 @realDonaldTrump Haha his followers do not know how to spell."
"22318941","NYC","856604297999548416","2017-04-24 20:22:34","@realDonaldTrump BITCH SHUT THE FUCK UP YOU DUMB HO !"
"260846049","New York, USA","856604270271004673","2017-04-24 20:22:27","Trump has tried harder than any President before him but it appears draining the swamp is too difficult. So many criminals escaping justice."
"21268897","New York City","856604103014834181","2017-04-24 20:21:47","Hugh Hewitt, lickspittling for Donald Trump, SAD!"
"102745456","New York City","856604081498066945","2017-04-24 20:21:42","@HolocaustMuseum You will have Trump speak at Holocaust Remembrance Day? No! To protest, call museum at 202.488.0400, ext 0. #USHMM"
"22318941","NYC","856604044906909699","2017-04-24 20:21:33","@realDonaldTrump BITCH SHUT THE FUCK UP !"
"322986132","New York","856603973482098688","2017-04-24 20:21:16","@RepTedLieu @DearAuntCrabby @realDonaldTrump trump is really not good at anything"
"304372269","New York, NY","856603937801162752","2017-04-24 20:21:08","@realDonaldTrump how would you know? What an idiot!"
"757303975","New York, NY","856603816220921856","2017-04-24 20:20:39","@Vets_Vs_Trump I completely agree. Please let me know what you think I might be able to do."
"2826812095","Metro NYC","856603792787337219","2017-04-24 20:20:33","@BlkCarmenSDiego @robbiedaly @BershodM @kylegriffin1 @MSNBC @realDonaldTrump Yup. A veritable Obama hatefest. Sick lady."
"772974972205694976","New York, USA","856603654312394757","2017-04-24 20:20:00","@washingtonpost Trump will make peace with Russia."
"437208665","New York","856603632090927106","2017-04-24 20:19:55","@realDonaldTrump Notice to president pussy grabber: WE ARE NOT GOING TO PAY FOR THAT FUCKING WALL. Signed, the American people."
"383501423","NYC","856603590672220160","2017-04-24 20:19:45","@MSNBC Why do you let HughHewitt &amp; Trump supporters say Neil Gorsuch was a succes? THEY HAD TO GO NUCLEAR FOR CRYIN OUT LOUD!#100DaysofShame"
"14709352","New York, NY","856603570308870144","2017-04-24 20:19:40","@hughhewitt As Reagan said ""there you go again."" Trying so hard make your terrible choice to support Trump logical. @SteveKornacki @msnbc"
"874722673","new york","856603452226535430","2017-04-24 20:19:12","These are the 100-day accomplishments Trump is touting @CNNPolitics @jimacosta HEY ACOSTA, U&amp;UR CNN COLLEAGUES SHLD B BANNED FROM THE WH."
"2389495433","New York, NY","856603400988917760","2017-04-24 20:19:00","@realDonaldTrump @NASA @AstroPeggy This is what white trash looks like"
"1195771243","New York, USA","856603316339433472","2017-04-24 20:18:40","@mikeallen @RoadrunnerTalen Gets details. Will vote in ten minutes. The time it took Trump to affect Sino-US relations."
"2389495433","New York, NY","856603270550351872","2017-04-24 20:18:29","@realDonaldTrump oh shut your pie.. trumpcare will kill millions of Americans. Pathetic liar and chief"
"32408695","Niagara Falls, New York","856603097069694976","2017-04-24 20:17:47","@realDonaldTrump Dream on loser. Your ""Trumpeters"" are seeing the real you finally and many are jumping ship. #100daysofshame  #scrotus"
"84416376","NYC NY","856603033567805440","2017-04-24 20:17:32","@Impeach_D_Trump Yeah claim to fame the demented crew"
"115235607","New York","856602802960965636","2017-04-24 20:16:37","@nytimes Again why is Ivanka sitting in?? Another photo op for the trump-only brand"
"338681181","New York, NY","856602743804506114","2017-04-24 20:16:23","@yashar Are they still going to try this ""Winter White House"" crap in July?"
"32408695","Niagara Falls, New York","856602738708369408","2017-04-24 20:16:22","@realDonaldTrump The only thing you are strong on are sexual predator behaviors and lies. #scrotus #disgrace"
"29541984","New York, NY","856602688372580352","2017-04-24 20:16:10","@KrismasSparks speaking of fooled, you display all the intelligence, class and communication skills of @realDonaldTrump"
"44287777","New York City","856602681326129152","2017-04-24 20:16:08","@BrianPaulStuart @POTUS @realDonaldTrump The sales of MAGA hats surely should cover the cost of the wall. #Trumprussia"
"2389495433","New York, NY","856602623650168832","2017-04-24 20:15:55","@williamlegate @realDonaldTrump How about bigly guy"
"2654041748","nyc area (morristown, nj)","856602621498535939","2017-04-24 20:15:54","@RepAdamSchiff @POTUS That is one hell of a secret plan."
"293218361","ATL/ NYC.... miami . soon","856602621204987904","2017-04-24 20:15:54","@C_Ward5 @FirstTake @cthagod @stephenasmith F U TRUMP AND WHO EVER LOOK LIKE"
"772259863460282368","New York Suburbs ","856602595095392256","2017-04-24 20:15:48","@ItheMissingLink @SMShow This dinner was a stupid idea.  Did Trump he could charm them into doing what he wants ?"
"2030631","NYC/NJ Area","856602592276819968","2017-04-24 20:15:47","Cable channels went with @BarackObama instead of covering @realDonaldTrump this afternoon. Prepare for baby-in-chief to have a tantrum soon."
"17470695","Brooklyn , New York","856602514371858433","2017-04-24 20:15:28","Inbox: President Donald J. Trump Proclaims April 23 through April 30, 2017, as the Days of Remembrance of Victims of the Holocaust"
"3120181191","Central New York","856602396054757376","2017-04-24 20:15:00","@realDonaldTrump I love hearing the phrase ""death spiral"" over and over again."
"803705229237579778","New York, NY","856602347384000512","2017-04-24 20:14:49","#PresidentBannon is controlling @realDonaldTrump through #Breitbart.#Bannon writes article criticizing some1, then @potus reads &amp; fires them"
"884563484","New York","856602326840356864","2017-04-24 20:14:44","Trump is a wall bully~What a croc of sh*t~Everyday that he hears on Fox &amp; Fiends that he needs to build his special wall, he starts to Tweet"
