"userid","userlocation","statusid","statustime","tweet"
"1310746040","NYC","853745831408807936","2017-04-16 23:04:02","""Luke Donald finishes 2nd at The Heritage"" is just a repeating headline for eternity, it seems."
"837817449395470336","New York, USA","853745555327115264","2017-04-16 23:02:56","@margeb362 @HuffingtonPost So true, there all over trump! Up in his face! Fake news"
"396347709","Miami,New York,Ohio","853745440310931456","2017-04-16 23:02:29","@realDonaldTrump who the hell i going to pay 1,000 of #protests to march in the street? really? wow you are stupid #TrumpImpeachmentParty"
"357870661","New York, NY","853745151046451201","2017-04-16 23:01:20","@spnbmb @Impeach_D_Trump Not on the list."
"812112428636852225"," New York NY","853745121484955649","2017-04-16 23:01:13","@tedlieu @anne_stephen5 @realDonaldTrump With the capability to destroy all life just once..who pushes the button the second time?"
"557420540","New York, NY","853745008842854400","2017-04-16 23:00:46","Fuck Donald Trump"
"810987128041644032","New York, USA","853744879830265858","2017-04-16 23:00:15","@realDonaldTrump keep Bannon by your side. He understands we the People. The RINOs understand how to sell us out with the Dems"
"94301620","Alabama/LA/NYC","853744649583734784","2017-04-16 22:59:20","He called me an ""anti trump activist""..... how in any piece of the fuck did that have to do with Trump???"
"51212052","New York, NY","853744596853047296","2017-04-16 22:59:08","Failing @realDonaldTrump you are a feckless nit.  Worst president ever.  I mean THE WORST.  Careless, clueless pigsnot vomitface.  #AARGH!"
"1493135106","New York, NY","853744303365140480","2017-04-16 22:57:58","@realDonaldTrump No one paid me to protest, and I can prove it by showing you my tax returns. Can you say the same about Putin paying you?"
"26244428","New York","853744111735767041","2017-04-16 22:57:12","@realDonaldTrump Jobs jobs jobs!"
"341636436","NYC","853743967653036036","2017-04-16 22:56:38","@realDonaldTrump Frankly, those sad trips to that overpriced dump in FL are even more pathetic. No class at all."
"18560439","Malta,NY","853743891820011521","2017-04-16 22:56:20","#NorthKorea has had almost as many failed missile launches as @realDonaldTrump has failed businesses.@POTUS #notmypresident"
"829475202719432704","New York, NY","853743776698904576","2017-04-16 22:55:52","@StopTrump2020 @oreillyfactor Trump will join them for desert, a very #bigly  chocolate cake."
"88342584","New York City","853743479264088064","2017-04-16 22:54:41","@realDonaldTrump Have you picked your church yet?? Past (real) Presidents established this by now."
"55910287","New York, USA","853743456434495488","2017-04-16 22:54:36","@realDonaldTrump Happy Easter to you and your family"
"812112428636852225"," New York NY","853743351199182848","2017-04-16 22:54:11","@fawfulfan @KatCapps @realDonaldTrump Let sleeping dogs lie.Pun intended"
"55910287","New York, USA","853743311609311232","2017-04-16 22:54:01","@realDonaldTrump All of these ""PROTESTS"" or as I call them DOMESTIC TERRORISTS are funded by @georgesoros"
"829475202719432704","New York, NY","853743276024791041","2017-04-16 22:53:53","@TrumpianPoet @POTUS Despite the relation
Without hesitation,
His wife ought to take him
On permanent vacation."
"262865808","NYC LA IRE Japan","853743203408904192","2017-04-16 22:53:36","@aravosis Departing the taxpayers plane, again, after another $3,000,000.00 weekend vacation at Mary-Lego. @potus p.s. taxpayers expense."
"763525793402261504","New York, USA","853743124123877376","2017-04-16 22:53:17","@Truth_Bombers @CNN Oh they are and do (all is good trump is bad )"
"80998360","New York City","853743091047706626","2017-04-16 22:53:09","@Amtrak WTF?  Service #sucks Train 2275 endless delays &amp; no word. Get your act together or you deserve to be out of business under #Trump"
"3734831","NYC/Montreal","853742943236112384","2017-04-16 22:52:34","Just when you thought no one could top America in self-inflicted political wound with Trump, the Turks step up &amp; make Erdogan their sultan."
"1011574952","New York","853742916203945987","2017-04-16 22:52:27","@realDonaldTrump if you destroy my healthcare options then I am having all my medical bills and they are a lot send to you for payment"
"825549681115721728","New York, USA","853742889809043456","2017-04-16 22:52:21","@chisgran2002 @taxmarch @IMPL0RABLE @realDonaldTrump So true and so sad for us."
"706798602","NYC","853742757344669698","2017-04-16 22:51:49","@HenrySommo @hummingbird_a He, Wallace and Shepard Smith are looking for a needle in a haystack with President Trump, despicable."
"4559558295","New York, NY","853742730320769024","2017-04-16 22:51:43","@KassyDillon Trump win in SPITE of Ben Shapiro"
"819632990733082624","new york","853742718387990529","2017-04-16 22:51:40","Trump should spend a couple of extra bucks and expand that wall between California and the US"
"64657863","New York, NY","853742677740974081","2017-04-16 22:51:30","To create a quid pro quo, where none should exist, as @realDonaldTrump appears to have done with China, is just bad negotiating."
"793733773","New York City","853742626331398146","2017-04-16 22:51:18","When will so-called conservative commentators cop to the racism of Trump voters? Populism my a**. #ThePoint"
"287409593","Upstate New York","853742573319356417","2017-04-16 22:51:05","@nytgraphics @nytimes Trump just keeps on winning."
"88342584","New York City","853742473147015168","2017-04-16 22:50:42","@realDonaldTrump It was Pence!!!"
"825507350094151681","New York, USA","853742449814065153","2017-04-16 22:50:36","@MommaTNYC @KayeLane77 @DavidTa84534406 @ChrisMcTague3 @amjoyshow Trump is the Best President You are Brainwashed by a fascist party"
"777325589170688000","New York, NY","853742432030208003","2017-04-16 22:50:32","@gholtron @ByErinWeaver @Heddar_Lauren @camillepark @realDonaldTrump Eat shit, asshole."
"88342584","New York City","853742242477080576","2017-04-16 22:49:47","@realDonaldTrump Oh we have a CHOICE.. We can get deferments..Remember those???"
"847507932811894785","New York, USA","853742168313389059","2017-04-16 22:49:29","@realDonaldTrump Truly bizarre to tweet about military strength on Easter!  What the hell is wrong with you?  Pathetic LOSER!"
"55910287","New York, USA","853742151716438020","2017-04-16 22:49:25","@realDonaldTrump Stop with the someone your top cop @jeffsessions @jeffsescan look into it"
"276661584","NYC","853742135044177920","2017-04-16 22:49:21","Now think about what John Lennon would say about Donald Trump."
"443681435","New York, USA","853742119445516289","2017-04-16 22:49:17","@fawfulfan @realDonaldTrump I think he meant ""the election is over?"""
"287409593","Upstate New York","853741931397922816","2017-04-16 22:48:32","@nytimes Trump wins hands down!"
"755964849339764736","New York, USA","853741823013027842","2017-04-16 22:48:07","@cephrad1 @MSignorile @Martina ""Donald"" as a given has had its day- the association will forever be negative"
"39354984","NYC","853741751395332097","2017-04-16 22:47:49","@realDonaldTrump #kimjongun   Same hair dresser?"
"2881745580","NYC","853741645858131968","2017-04-16 22:47:24","@realDonaldTrump get FUKD you ignorant lying POS. 

Your impeachment is coming."
"1231419361","New York City","853741587775578112","2017-04-16 22:47:10","@realDonaldTrump And your corruption and massive con are not over!"
"732381687984861184","New York, USA","853741550941110272","2017-04-16 22:47:02","@seanhannity Happy Easter Sean. Keep supporting and standing behind our POTUS and great VP Pence"
"2482513555","New York","853741387598233601","2017-04-16 22:46:23","@ErikSparks2 Jobs? ROFL!! Every single job increase that has happened in the last 3 months is because of actions taken by Obama. Not Trump."
"20913156","western new york","853741317519806465","2017-04-16 22:46:06","@realDonaldTrump Frankly, we have no choice but to impeach your sorry ass .Your ego and arrogance is your greatest enemy #Fuckface45"
"2370108617","NEW YORK","853741168877850624","2017-04-16 22:45:31","@vertigo7804 @Impeach_D_Trump I understand that you liberals need a REASON why corruptHillary lost. So keep pushing your FAKE NEWS."
"1556938224","Saratoga Springs, New York ","853741162779344896","2017-04-16 22:45:29","@DonaldJTrumpJr @realDonaldTrump Yea, at taxpayer expense....Trumps are a bunch of leeches."
"2406284104","New York, USA","853740767898198016","2017-04-16 22:43:55","@realDonaldTrump But you did say it though. Your selective amnesia means absolutely nothing"
"837817449395470336","New York, USA","853740639430815744","2017-04-16 22:43:24","@krobin1014 @politico @realDonaldTrump Oh yea us deplorables are so violent!"
"341636436","NYC","853740536787763200","2017-04-16 22:43:00","@realDonaldTrump No one likes you or your sad little life. Your greedy kids are no better than you or your equally greedy father."
"1697571392","New York, USA","853740496753229826","2017-04-16 22:42:50","@TheRickWilson @kinzerillo @realDonaldTrump Since when does anybody care if FatGloriousLeader is annoyed ? @potus hates Puppies."
"238782335","New York City","853740489941626888","2017-04-16 22:42:49","if you cooked donald trump his meat would almost definitely be the color of a moist baked ham anyway happy easter may jesus be with you"
"275216870","Beacon/NYC","853740339483607045","2017-04-16 22:42:13","@DanielZent @realDonaldTrump ""Diluted"" and ""deluded"" are different words, for crying out loud."
"21901503","Tor-NYC-LA-SC-Lon","853740293434245121","2017-04-16 22:42:02","@FoxNews in an era of immense  geopolitical tensions&amp;conflicts created by failed Obama foreign policies,Trump mantra peace through strength!"
"38514525","Syracuse, New York","853740237260042241","2017-04-16 22:41:48","@realDonaldTrump We do have a choice but you need to compensate for your little.
.
.
.
.
.
.
.
hands"
"716659085530251269","New York","853740163368976384","2017-04-16 22:41:31","@NewYorker Donald Trump being elected President saved Colbert from getting canceled. His ratings were dismal."
"2513192018","NYC","853740059257974788","2017-04-16 22:41:06","@realDonaldTrump You lie and flip flop daily"
"797101164017975296","New York, NY","853740025493762052","2017-04-16 22:40:58","@RealDonaldTrump keeps using work email to invite people to watch ""Scandal"" at his house #NEWS"
"793733773","New York City","853739975732584449","2017-04-16 22:40:46","Incompetence, ineptitude, ignorance. @ChristinaGreer nailed @POTUS in 3 words. #ThePoint"
"715631028354813952","New York, USA","853739767506272262","2017-04-16 22:39:56","@JeffreyLuscombe Bruce can go fuck himself, apparently he can do that now. He can do it while bending over for, and praising, Trump."
"449902177","New York, United States","853739745280700420","2017-04-16 22:39:51","@realDonaldTrump The election is over, and your reign will soon be over as well.

#RoastThatPig"
"824089253005131776","New York, NY","853739343948787712","2017-04-16 22:38:15","@mitchellvii What could be better? Trump 2020."
"852187551498735616","New York, NY","853739265834070016","2017-04-16 22:37:57","@FoxNews @SebGorka @POTUS Give President Obama a break. At Least President Obama was a Better President than Donald."
"38514525","Syracuse, New York","853739244434620417","2017-04-16 22:37:52","@realDonaldTrump And they will continue to be brought up until you release your tax returns. #ReleaseYourTaxes"
"25097234","NYC ","853739203141791744","2017-04-16 22:37:42","@realDonaldTrump Just show them to the American people like every other president before you. You are not special"
"5749482","Brooklyn, New York","853739137429622784","2017-04-16 22:37:26","Hey pundits, let me put this to rest for you. TRUMP SUPPORTERS *DO NOT CARE* ABOUT POLICY. They voted for whiteness over all else. #ThePoint"
"16048436","New York","853739080970121216","2017-04-16 22:37:13","@tedlieu They are trying to use NKorea to distract from the MOAB headed the way of Team Trump this week."
"18532087","New York, usually.","853738877697355779","2017-04-16 22:36:24","@DrJenGunter Peter Pan? Waiting to eat Hook, or that ManBoy Trump?"
"54472408","New York, USA","853738874723610624","2017-04-16 22:36:24","@DonaldJTrumpJr @realDonaldTrump Schneiderman &amp; Bharara. Have an Easter Basket for you. #TrumpRussia#MayflowerScandal"
"827232446391410688","New York, USA","853738661007040517","2017-04-16 22:35:33","@sovietfuntime2 Or you can just be anti Trump and recognize he is corrupt and filthy as shit."
"21194697","New York","853738273335914496","2017-04-16 22:34:00","@realDonaldTrump 
Judas, you sold those that supported and stood by you, shame on you."
"135438151","Rotterdam / Aleppo / New York","853738256416083968","2017-04-16 22:33:56","@CNNPolitics Even more people than at @realDonaldTrump inauguration"
"1657736486","NYC area","853738223037812737","2017-04-16 22:33:48","@realDonaldTrump the election might be over but the pressure on you has just begun.#illegitimatePresident #lostpopvote #russia #russiagate"
"22340230","New York, NY","853738091701559296","2017-04-16 22:33:17","I know everyone is laughing because Alec Baldwin is playing Trump on SNL but when do we acknowledge he hooked up with an underage girl..."
"188550805","Boston and NYC","853738029739102208","2017-04-16 22:33:02","Trump skipped church and dodged his family today. Happy Easter!"
"144325625","New York, NY","853737918019629056","2017-04-16 22:32:35","In many ways Trump acts like your grumpy old grandfather who made his money as a slumlord would have acted if elected. Damn government!!"
"153675227","New York, USA","853737846406078464","2017-04-16 22:32:18","@realDonaldTrump How about just release your tax returns? You not releasing them just proves you have something to hide."
"452752739","New York, New York","853737573059104770","2017-04-16 22:31:13","@laurenduca Of course, we could Trump could cause the deaths of tens of millions of S. Koreans and Japanese, which is also not cool."
"153675227","New York, USA","853737561558323201","2017-04-16 22:31:11","@realDonaldTrump Omg stop with that! Nobody is being paid - you are genuinely unliked by many people for many reasons!"
"145255647","New York ","853737522945458176","2017-04-16 22:31:01","@realDonaldTrump Even the Pope hates you. And Jesus sure does."
"338105927","NYC","853737344914141188","2017-04-16 22:30:19","@POTUS happy easter to you and your family!"
"168029902","New York","853737012960129027","2017-04-16 22:29:00","@StockMonsterUSA God you worthless Trump inbreds really care about nothing but pushing your paranoid driven bullshit."
"838173985242296320","New York, USA","853736996598149120","2017-04-16 22:28:56","I need my money @realDonaldTrump"
"287409593","Upstate New York","853736989291499520","2017-04-16 22:28:54","@nytimes Go for it.  We need Trump for 8 years minimum, if for nothing else than correcting the disasters of the previous 8."
"845026067148685314","New York, USA","853736909914374144","2017-04-16 22:28:35","@politico He said that was the reason why his Donald Trump Collection is made in China, but America first, right?"
"62166952","New York","853736786694197248","2017-04-16 22:28:06","@SenGillibrand The White House is owned by the people."
"741070737474084864","New York, NY","853736717806948352","2017-04-16 22:27:49","@AntiquarianMuse @FoxNews @POTUS Please show where this promise has been made and broken."
"637449762","New York","853736665038413824","2017-04-16 22:27:37","@realDonaldTrump Bigger than your inauguration."
"838173985242296320","New York, USA","853736649133633541","2017-04-16 22:27:33","Hey Mr. President could you please get my money with your lawyers @realDonaldTrump"
"145255647","New York ","853736479587274752","2017-04-16 22:26:53","@georgiotesta @Mike_P_Williams @realDonaldTrump Comrade! Was that shorter in the original Russian??? Nostrovia!"
"1072763305","New York, NY","853736390877745152","2017-04-16 22:26:31","@realDonaldTrump Because everything you say is Bullshit. #asshole #fucktrump #impeachtrump"
"3692110577","Long Island New York, USA","853736364520742912","2017-04-16 22:26:25","@realDonaldTrump What was that? Was it dripping out of your mothers ass and into insemination?"
"3415543750","New York, NY","853736022764662786","2017-04-16 22:25:04","As we have had a Glorious Easter we should take the time regardless of CONVICTIONS and say a prayer that our POTUS LEADS US FROM HARMS WAY"
"3692110577","Long Island New York, USA","853735999393890305","2017-04-16 22:24:58","@realDonaldTrump It must be hard to type with putins balls in your mouth"
"287409593","Upstate New York","853735940635803648","2017-04-16 22:24:44","@nytimes NY Times desperate to find anything wrong with Trump Administration, aka:  Creative writing."
"741070737474084864","New York, NY","853735875779448832","2017-04-16 22:24:29","@AntiquarianMuse @FoxNews @POTUS Please show where he gave his word that he would release returns during ongoing audit."
"118523403","New York City","853735854749175809","2017-04-16 22:24:24","@realDonaldTrump Because you called China a currency manipulator multiple times during the election."
"3692110577","Long Island New York, USA","853735723069001729","2017-04-16 22:23:52","@realDonaldTrump You are a looser"
"37984457","New York Metro","853735704085573636","2017-04-16 22:23:48","@realDonaldTrump Release your taxes. What are you hiding?"
"225912988","New York","853735694640058369","2017-04-16 22:23:45","@DonaldJTrumpJr @realDonaldTrump ""Hating"" is strong word and feeling. You should be careful when using it."
"3692110577","Long Island New York, USA","853735680853364736","2017-04-16 22:23:42","@realDonaldTrump Looser"
"571928946","New York, NY","853735670367612928","2017-04-16 22:23:40","@realDonaldTrump Fuck you.  Going to church will never clear your racist phobic little mind.  We see through it all.  Pig."
"18510879","Upstate New York","853735593095909378","2017-04-16 22:23:21","@realDonaldTrump We gladly show up and protest you for free. Let that sink in for a bit. FREE."
"532615278","New York, USA","853735494190071808","2017-04-16 22:22:58","@JuliaDavisNews Trump is more dangerous for Putin ass."
"2888812229","New York, USA","853735439416610816","2017-04-16 22:22:45","@markgbaxter @McLNeuro If there are Lots of folks in lab coats, some GOPers may have pause on Trump plans"
"794351419553882112","New York, USA","853735388330037249","2017-04-16 22:22:32","@realDonaldTrump U are a joke"
"819968794684690432","New York, NY","853735293668777984","2017-04-16 22:22:10","@realDonaldTrump You are a pompous jack ass."
"848296302953742337","New York, USA","853735238782115840","2017-04-16 22:21:57","@coachkeane1 @markbland @nmistry108 @OfficialSPGB @realDonaldTrump She did not punch first as everyone can see it the video"
"770977499937472512","New York, USA","853735216279691264","2017-04-16 22:21:51","@williamlegate @JosIbarra14 @realDonaldTrump The Man is delusional ."
"298629655","New York City","853735144880046082","2017-04-16 22:21:34","@realDonaldTrump @fcwic1 Its #Soros who do you think?"
"741070737474084864","New York, NY","853735140849319936","2017-04-16 22:21:33","@AntiquarianMuse @FoxNews @POTUS Not afraid silly. Keep trying to characterize me that way. See earlier responses."
"849782585953841154","Now Tampa, Fl. so miss NYC","853735132406194176","2017-04-16 22:21:31","@DonaldJTrumpJr @realDonaldTrump Shut up... we know what u did... :-)"
"2888812229","New York, USA","853735101489926150","2017-04-16 22:21:24","@markgbaxter @McLNeuro Numbers of folks in lab coats are all that matters. If not enough, no coverage, Trump allies emboldened"
"266939601","New York, NY","853735075569168389","2017-04-16 22:21:18","@lucianwintrich Lol, surprised #fakenewscnn would consider broadcasting anything not about @realDonaldTrump"
"458637851","New York, USA","853735002349203456","2017-04-16 22:21:00","@realDonaldTrump All i can say about those ignorant cucks in your comments: those who have much to say, have much more to learn..."
"301127978","New York/Chicago","853734954227953666","2017-04-16 22:20:49","@tteegar @CelticCoyote Perfect campaign video for Trump in 4 years.  These ppl are savages. Disgust barbaric savages"
"54472408","New York, USA","853734789026893825","2017-04-16 22:20:09","@jennah_justen @POTUS I hope they mess up that hair before the mugshot."
"3306237358","New York, USA","853734762636292096","2017-04-16 22:20:03","@lauriecrosswell @jonrosenberg Eat the flesh and drink the blood of your god like a normal person you monster! #Trump"
"851237380023570432","NYC","853734509170262018","2017-04-16 22:19:03","@RadioFreeTom @redsteeze Thank God he picked on her mom on November 8th!"
"2261233258","SCHENECTADY,NY","853734509145149444","2017-04-16 22:19:03","@realDonaldTrump #WeWantJustice #ShowUsYourTaxes #TaxMarch @realDonaldTrump We Want  to #ImpeachTrump @RepAdamSchiff @FBI @IRStaxpros"
"847507932811894785","New York, USA","853734408016326658","2017-04-16 22:18:39","@realDonaldTrump You promised!  What are you hiding?  Lying Coward!"
"851237380023570432","NYC","853734294971445249","2017-04-16 22:18:12","@ChelseaClinton @redsteeze Sure you do."
"2742730825","New York, USA","853734280878489602","2017-04-16 22:18:08","@realDonaldTrump No one paid us. We gather for strength to stand against you and your treasonous ways. We are strong. We will beat you."
"776765730","New York, NY","853734275358830594","2017-04-16 22:18:07","@ConnorSouthard Augustus Melmotte as the original Trump."
"464280831","Queens, New York","853734245126348802","2017-04-16 22:18:00","@JACochran29 @Advil @POTUS @realDonaldTrump I was replying to abdul and 3 others."
"35874313","Orchard Pak, New York","853734214671400960","2017-04-16 22:17:53","@realDonaldTrump If we ( the American people) told you once, we have told you 1000 times, we want YOUR tax returns!"
"380390385","New York","853734184917114880","2017-04-16 22:17:45","@realDonaldTrump not everyone is bought, ppl will act oncr ppl like u threaten our freedom and civil liberties"
"849782585953841154","Now Tampa, Fl. so miss NYC","853734132224073728","2017-04-16 22:17:33","@Trump_Regrets all I can say is that you did not READ about all his exploits... not on Fox/Breibart, not even on MSM. Wow..."
"818184","Albany, New York","853734040779751424","2017-04-16 22:17:11","@missmayim Trump said he would pay their legal bills, lets see if he ponies up."
"824089253005131776","New York, NY","853733990041309184","2017-04-16 22:16:59","Supposedly, @Americooligan is being accused of getting paid by @POTUS for his tweets. My question is: where can I make a donation?"
"136451764","Freakshow Central (NYC)","853733935943208960","2017-04-16 22:16:46","@realDonaldTrump Why did you during the election?"
"851237380023570432","NYC","853733916410355712","2017-04-16 22:16:41","@redsteeze Give the woman a Testicle hat!"
"3415543750","New York, NY","853733909301014529","2017-04-16 22:16:40","@FoxNewsInsider @Patriots @realDonaldTrump Defiant: they are Thugs: they could care less: If Trump was black they would be front &amp; center"
"44235624","NYC","853733818947305472","2017-04-16 22:16:18","@realDonaldTrump While they are at it can they look into your taxes? #WhatAreYouHiding #TaxMarch #ReleaseYourTaxes"
"851237380023570432","NYC","853733686637998085","2017-04-16 22:15:47","@redsteeze These same people would gladly oversee the execution of Ivanka today. They are the lowest form of life."
"3951168316","New York, USA","853733578542370817","2017-04-16 22:15:21","@FoxNews @POTUS NO! If there was anything wrong the federal taxation would be going after him and all would know! Leave him alone STOP!!!!"
"242975331","New York, NY","853733526285504516","2017-04-16 22:15:08","@realDonaldTrump Yeah. We still want to see them. As you promised to do."
"1485261878","Greater New York area, USA","853733324430475267","2017-04-16 22:14:20","@realDonaldTrump You cheated with the help of another country. FBI gotta spot for you in the records books"
"818288148362985472","New York, USA","853733306973782021","2017-04-16 22:14:16","@anglib78 @CallMeKate70 @JordanUhl @GOP actually....Trump Vodka was.....wait for it......A FAILURE!! SURPRISE.. LOL"
"127097740","NYC","853733227516895233","2017-04-16 22:13:57","@realDonaldTrump Happy Easter to my wonderful President who is uppermost on my prayer list!!"
"171055472","New York, NY","853733181203243008","2017-04-16 22:13:46",".@realDonaldTrump flip flops more than a Circque de Soleil acrobat with ADD. Your campaign promises are lies. You lie. #TheResistance"
"3415543750","New York, NY","853733146260623360","2017-04-16 22:13:38","@JohnKasich Tell that to the Liberals: Did you talk to the POTUS &amp; come together and support: Lead by example and not talk:"
"37030223","NYC","853733076672884736","2017-04-16 22:13:21","@realDonaldTrump And again, and again, and again, and again, and again, etc. ad infinitum."
"1518476738","New York City, USA","853732838646140929","2017-04-16 22:12:24","@Dancingfeet20L @politico @realDonaldTrump @POLITICOMag Thats the way the founders of the US wanted it and thats what Jesus asked of us"
"2261233258","SCHENECTADY,NY","853732800385757184","2017-04-16 22:12:15","@GeorgeTakei @InSpiteOfTrump Trump is a idiot!"
"851237380023570432","NYC","853732565856989186","2017-04-16 22:11:19","@KurtSchlichter LOL, this meme was a lie even BEFORE Maddow made a smelly ass of herself. Which she does often!"
"18622322","NYC","853732329985945600","2017-04-16 22:10:23","We need more mass protests of @realDonaldTrump. The man flips his snowflake shit every single time."
"430497931","Jersey City Heights / NYC","853732255486935040","2017-04-16 22:10:05","@LuiginaLopez @donald_faison ...Sky...walk......er..."
"840075810845335554","New York, USA","853732048393121792","2017-04-16 22:09:16","@megynkelly is a great morning Sarasota, Florida!"
"840075810845335554","New York, USA","853732046128238592","2017-04-16 22:09:16","Interesting how the U.S. has a nasty tone!"
"840075810845335554","New York, USA","853732043808796672","2017-04-16 22:09:15","Just another case of BAD JUDGEMENT Crooked Hillary, who she always hated!"
"840075810845335554","New York, USA","853732041392877569","2017-04-16 22:09:14","She is not a bad conference call where his members went wild against Rudy Giuliani and #2A - sad &amp;amp; so terrible."
"840075810845335554","New York, USA","853732039270518784","2017-04-16 22:09:14","We must fix our rigged system and bring back great American farmers &amp;amp; ranchers."
"840075810845335554","New York, USA","853732036686860288","2017-04-16 22:09:13","As usual, bad judgment. the world is watching We are now at 1001 delegates."
"21205320","NYC & PA ","853732004088729600","2017-04-16 22:09:06","@ezlusztig @sfchronicle they are baiting these kids and then sending in these violent trump people to start trouble so they can blame them."
"701627867566907393","New York, NY","853731982156722176","2017-04-16 22:09:00","@PreetBharara @nateraymond Wait until @realDonaldTrump has his chance!"
"858917312","New York, NY","853731865164992517","2017-04-16 22:08:32","@LouiseMensch So this is why Hillary letter but no talk on Trump Russia back in October?"
"707029204","New York, USA","853731787146760195","2017-04-16 22:08:14","Hey @librarycongress @SenateDems @SenateRepCaucus I Got A Opn Ticket, Unlimited Spaceage! First 2 Words, N Cripple Me Bill, @WhiteHouse Whn?"
"1675959032","NYC","853731432279232513","2017-04-16 22:06:49","@prettybyforce Damn. All they show is this fool Trump"
"37030223","NYC","853731381712650240","2017-04-16 22:06:37","@politico @realDonaldTrump @POLITICOMag The right question is does anyone really think he is religious."
"761672185727553536","NYC to New Hampshire, USA","853731242591780864","2017-04-16 22:06:04","@realDonaldTrump 

Never forget."
"818255206802595840","New York","853730946809348096","2017-04-16 22:04:53","@reynalarson @FLOTUS @WhiteHouse   And see the house where Mooshell gained two hundred pounds.  We miss that scowling, angry face."
"4924784885","New York, NY","853730741095682048","2017-04-16 22:04:04","@FLOTUS Oh are you in the White House today"
"737648548892803072","New York, USA","853730699928580097","2017-04-16 22:03:55","@DineshDSouza @realDonaldTrump Is that a woman?"
"393604967","nyc","853730600611717120","2017-04-16 22:03:31","@realDonaldTrump I just designed + bought a sign on @Vistaprint  for next weeks @ScienceMarchDC it actually costs me money to hate u"
"103934196","New York, NY","853730472618336257","2017-04-16 22:03:00","@realDonaldTrump Hey Donnie, how come you never visit NY? Is it because you know how despised you are in your home town? #trump #MAGA #loser"
"284873835","Clifton Park, New York","853730252945842176","2017-04-16 22:02:08","@realDonaldTrump And you keep bringing it back up, Dipshit."
"809126208080384000","New York, USA","853730132938428416","2017-04-16 22:01:39","@FoxNews @GovMikeHuckabee @POTUS @GovMikeHuckabee can eat a fat cock"
"851843424001175553","New York, USA","853730087472070656","2017-04-16 22:01:29","@FoxNews @POTUS What do YOU think? #TaxMarch crowd in NYC stretches for blocks as protesters make their way to Trump Tower"
"785273663100715009","New York, USA","853730062293770248","2017-04-16 22:01:23","@realDonaldTrump Someone needs to put Sorros under lock and key and freeze his assets"
"393604967","nyc","853729868315590656","2017-04-16 22:00:36","@realDonaldTrump u make me sick- u have nearly 70% disapproval + this is how u respond to YOUR constituency-yes election is over!"
"20022196","New York","853729791006167040","2017-04-16 22:00:18","@realDonaldTrump So happy you finally realized the election is over! Now maybe you can stop holding rallies and maybe act like a President!"
"1672027394","nyc","853729683988500481","2017-04-16 21:59:52","somebody ripped off the part of the trump puppet part. ny has lost an amazing piece of art"
"785273663100715009","New York, USA","853729608524595200","2017-04-16 21:59:34","@SRuhle @bobo232011 @realDonaldTrump NOT legally required to release Tax Returns just like not legally required to release Birth Certificate"
"2907888076","New York City","853729504119988229","2017-04-16 21:59:09","As an erotica writer, I have written about men getting golden showers. Traitor Trump would fit right in, apparently, ha ha ha. #impeachTrump"
"765366985651843072","New York, USA","853729295835025409","2017-04-16 21:58:20","@andywalkerjr @TrueScorpFemme @DanaDorrell @JerryBrownGov @POTUS #California losers"
"420630663","New York","853729227597914112","2017-04-16 21:58:04","@realDonaldTrump Yet you still lost by 3M votes. And only won the electoral votes due to Russian interference. #TrumpRussiaCoverUp"
"54020530","New York","853729213215461376","2017-04-16 21:58:00","@realDonaldTrump Do you forget your own lies. We will continue to remind you."
"18024388","New York, USA","853729153115443200","2017-04-16 21:57:46","@realDonaldTrump Uh oh. Did you give Vladimir your twitter login again? #dictatorsplaybook101"
"805481491639713792","New York, USA","853729060731715585","2017-04-16 21:57:24","@realDonaldTrump @shoe0nhead American President Donald Trump sticking it to everyone, ca. 2017"
"1088215813","New York","853729032369844224","2017-04-16 21:57:17","@JoergStiller @Headerop1 Maybe! At this point anyone could be pay protected Donald Trump ego, blame it on Obama and Hillary voters supporter"
"117312399","Greater New York area","853728985393635330","2017-04-16 21:57:06","@realDonaldTrump we never stopped you idiot. #showusthetaxreturns  #mosthatedpresidentever"
"420630663","New York","853728844905422849","2017-04-16 21:56:32","@FoxNews @POTUS So so basically 80% of Republicans are Russian sympathizers. #TrumpTaxReturn #TrumpRussiaCoverUp"
"15233150","New York","853728370311532544","2017-04-16 21:54:39","Trump is *directly* profiting off being President, even just by going on vacation."
"186587915","New York City","853728277957095425","2017-04-16 21:54:17","@winegeeker @realDonaldTrump anyone smell the irony of someone defending trump calling literally ANYONE else a liar...?"
"99649915","New York, USA","853728148487143424","2017-04-16 21:53:46","White supremacist allegedly caught on video punching a woman in the face at a protest. How proud you must be @realDonaldtrump @potus"
"43384002","New York","853728024927363075","2017-04-16 21:53:17","@BillChargerduke @realDonaldTrump @CNN Did you take the poll?"
"293665479","New York, NY","853727930895224833","2017-04-16 21:52:54","@FoxNews @POTUS Majoring of America STILL disapprove"
"849068856761085955","New York City ","853727847604727812","2017-04-16 21:52:35","@FoxNews @SebGorka @POTUS Goatees went out in 1999"
"813908882108125184","New York, USA","853727748631691265","2017-04-16 21:52:11","@realDonaldTrump GO FUCK YOURSELF!!"
"1584732452","New York, NY","853727514878935040","2017-04-16 21:51:15","@LaurinSuiter Right?! And now he wants those of us who saw through Trump from the get go to take a back seat. While he chases marks."
