"userid","userlocation","statusid","statustime","tweet"
"800140580705550336","Michigan, USA","848664050108178432","2017-04-02 22:30:51","@ABC 

Is McCain going to run as a democrat for next election?"
"2290188565","Michigan, USA","848663931304464389","2017-04-02 22:30:23","Kellogg column_ trump must lead economic reset _ postindependent. com  Washington, D.C., is drowning the United States in debt and ..."
"3424489361","Michigan, USA","848663750735515650","2017-04-02 22:29:40","@Lordozz @WickedestWitch1 @realDonaldTrump tasty!"
"296536208","Michigan","848662707289108480","2017-04-02 22:25:31","@thehill The Chinese prefer to work with a ""dynasty."" Is that what our government has become? Trump needs to go."
"127854637","Grand Rapids, Michigan","848662546290810882","2017-04-02 22:24:53","@realDonaldTrump Yall are dreaming.if you think he is going to be impeached."
"827977828570370053","Michigan","848661303459753984","2017-04-02 22:19:56","@SheriffClarke @realDonaldTrump Not a dry eye in the house"
"127854637","Grand Rapids, Michigan","848661177865523201","2017-04-02 22:19:26","@realDonaldTrump None of us thought this would be easy or done overnight. Thank you for your efforts so far."
"2712489396","Kalamazoo Michigan, USA","848661076187246592","2017-04-02 22:19:02","@integrityshines @TrumpDefined They are paid big trump bucks for doing their masters bidding."
"16163777","Detroit,Mi","848660547084091394","2017-04-02 22:16:56","@neeratanden @ItIzBiz Not totally, but unlike Trump we really do respect women and are ready to fight against this would be tyrant with you"
"26921763","Michigan","848660545230319617","2017-04-02 22:16:55","@realDonaldTrump If this is an example of your attitude, I will dump any idea of supporting ""your"" agenda."
"822407545146998784","Michigan, USA","848660114076729345","2017-04-02 22:15:13","@RandPaul @KimberlyDehoff @realDonaldTrump So very happy to hear that!"
"811986036486127616","Michigan, USA","848659606016544768","2017-04-02 22:13:12","What is the reason @IvankaTrump works at the White House?"
"3245620349","Michigan, USA","848659123998740481","2017-04-02 22:11:17","@Reuters Hard to find middle ground / Trump promised coverage for all / Paul wants coverage for noone"
"12133122","Michigan","848658251654758400","2017-04-02 22:07:49","@Bob_Salley Trump vs. Lesnar"
"21724107","Norton Shores, Michigan","848657922267783170","2017-04-02 22:06:30","@MMFlint @realDonaldTrump @realDonaldTrump @POTUS is the ""Harry Mudd"" of the GOP and America!"
"65747107","Michigan ","848657417432944640","2017-04-02 22:04:30","@la_gata_negra17 @cspanwj agreed.  Being POTUS far more work than tRump was prepared to do."
"775374224034783232","Michigan, USA","848657102671413248","2017-04-02 22:03:15","@1948Flatfender POTUS is supposed to have her arrested. How is it a Democrat problem?"
"21724107","Norton Shores, Michigan","848656603809280000","2017-04-02 22:01:16","Is #Trump becoming ""Harry Mudd""? @maddow @MSNBC @now7grandkids @HillaryClinton @SenSchumer"
"354521187","Michigan","848655965998264321","2017-04-02 21:58:44","Trump will be a one termer unless he realizes he needs conservatives to get reelected.  He has to regain my support..."
"3199122797","Michigan, USA","848653976241414147","2017-04-02 21:50:49","Trump and his corrupt band of mentally insane sure give a whole new look on ""word salad"" for the rest of us. Textbook lunatics"
"827977828570370053","Michigan","848653781516550148","2017-04-02 21:50:03","@realDonaldTrump @SCloudcroft Trump Strong"
"1148865781","Michigan, USA","848653751149842436","2017-04-02 21:49:56","@realDonaldTrump How about that you are leaking millions into your own businesses! NO MORE GOLF!!"
"828673632784306179","Michigan, USA","848653631591256064","2017-04-02 21:49:27","So Trump thinks that the Trump Russia investigation is Fake That alone proves that he is NUTS the only thing Fake is the FAKE PRESIDENT, SAD"
"1876466856","Michigan","848653424895905792","2017-04-02 21:48:38","@realDonaldTrump impeach"
"287406305","Flint,MI","848653312652185600","2017-04-02 21:48:11","@realDonaldTrump Just repeal and leave it alone"
"3220669554","Michigan, USA","848653289294102530","2017-04-02 21:48:06","A lot of people making serious tweets today that accidentally sound like Donald Trump"
"262950764","michigan","848653259493580800","2017-04-02 21:47:58","Tina Fey can predict the future Not! I like how the Hollywood stars think they are smarter than 99% of population Not! Go Donald"
"816992587139551233","Michigan ","848652335295455232","2017-04-02 21:44:18","@realDonaldTrump @FoxNews AMERICA IS WITH YOU MR PRESIDENT. DEPLORABLE NOEL IN MICHIGAN."
"65747107","Michigan ","848652328681058304","2017-04-02 21:44:17","@kybelle1957 @cspanwj tRump is in way over his head.  He gets all his ideas from his son in law and Faux News. Outrageous!"
"39010272","Southwest Michigan","848651935817367556","2017-04-02 21:42:43","Just saw the best license plate ever. It said ""dmp trmp""(dump trump). I need to find the owner and give them a high five."
"20960656","Michigan, USA","848651199079477248","2017-04-02 21:39:47","@realDonaldTrump Did you just say ""love""?? Did your keyboard just spontaneously combust??"
"24384903","Michigan","848650296272269317","2017-04-02 21:36:12","@realDonaldTrump Fake President"
"845152770877374466","Michigan, USA","848650102252195840","2017-04-02 21:35:26","Trump Supporters and Anti-Trump People are both wrong."
"2159469452","The red state of Michigan.","848649845179129857","2017-04-02 21:34:24","@RandPaul @realDonaldTrump Good deal."
"761699192653877250","Michigan, USA","848649729797959680","2017-04-02 21:33:57","@TomthunkitsMind All of this! And why does Trump think nobody in coal country watches #PBS ? His bigotry is showing -- again."
"775374224034783232","Michigan, USA","848649492551393282","2017-04-02 21:33:00","@ABWright824 @jim7911 @nanbreeding @POTUS44 @BarackObama @POTUS @KatiePavlich @DanScavino What fake news are you referring to?"
"3794736614","Michigan/Florida traveler","848647365988941824","2017-04-02 21:24:33","@jd_Constitution @USCongressTwts @realDonaldTrump  DC Elitist are scared, Mr. President! Do Not Stop. Expose them! We the People r behind u!"
"775374224034783232","Michigan, USA","848647247730495488","2017-04-02 21:24:05","@jim7911 @ABWright824 @nanbreeding @POTUS44 @BarackObama @POTUS @KatiePavlich You still dressing up as little girls Gator?"
"838473486146363392","Michigan. USA","848647134706642946","2017-04-02 21:23:38","@SpeakerRyan Ryan your as big a phony as trump!"
"22849135","Michigan","848646028115013633","2017-04-02 21:19:14","@VP @POTUS By walking out of room like a toddler?"
"707402824850677761","Michigan, USA","848645492359737346","2017-04-02 21:17:07","@realDonaldTrump I know in my heart you need to kick Comey to the curb sir!"
"828803155068596225","Michigan, USA","848644733324992512","2017-04-02 21:14:06","@VP @POTUS Must not have been any alcohol served, huh Mikey? And did @realDonaldTrump sexually assault any of THESE ladies?"
"46562119","South Haven, Michigan","848644236169940992","2017-04-02 21:12:07","@SuzanneSimnick @ChelseaClinton @latimes the American people FINALLY had a say and it was WE DID NOT WANT HILLARY - WE VOTED IN TRUMP!!!"
"16083444","Grand Rapids, Michigan","848644083564281858","2017-04-02 21:11:31","@mgreenaw @dapplegraypony @kharyp @realDonaldTrump You think hackers are the same as employees?"
"171289329","Michigan","848643571938992128","2017-04-02 21:09:29","This shit is more dangerous than the cold war! #Trump #Kim Jong-Un #Putin"
"841764028154286081","Michigan, USA","848643555367297026","2017-04-02 21:09:25","@realDonaldTrump Find them"
"786897703523356672","Southern Michigan","848643540649480192","2017-04-02 21:09:21","@Heather61048001 @bigsarg1sg @FoxNews hmmm. I was actually referencing the millennials. Im in full support of President Trump. Great job."
"122734086","michigan","848643496764481536","2017-04-02 21:09:11","@RandPaul @realDonaldTrump Good News!"
"2854152665","Michigan, USA","848643048330465280","2017-04-02 21:07:24","@signalhz @POTUS Time to deploy the nuke option, give Schumer something to cry about!"
"132287508","Michigan, USA","848642791068639238","2017-04-02 21:06:23","@GreggHenson Yes just like democrats who have zero reason to oppose gorsich other then he was nominated by trump"
"3172329278","Oldschool Punk, Michigan","848642549342490624","2017-04-02 21:05:25","Am I the only one wondering if Trump leaked his taxes himself just to embarrass Rachel Maddow?"
"499204096","Clarkston, Michigan","848642519428718593","2017-04-02 21:05:18","@POTUS  Reason and experience both forbid us to expect that national morality can prevail in exclusion of religious principle. G. Washington"
"612725204","Detroit Michigan","848641904602472448","2017-04-02 21:02:51","@realDonaldTrump We think your Presidency is dead"
"16163777","Detroit,Mi","848641528696328192","2017-04-02 21:01:22","@us_majority Trump made recommendations to fill those jobs too, I bet"
"3058167576","Northern Michigan Independent","848641164353961987","2017-04-02 20:59:55","@brf0204 @FoxNewsInsider @JudgeJeanine @realDonaldTrump be repealed or replaced it just needs to be fixed"
"301108431","Michigan","848641032891777024","2017-04-02 20:59:23","@Trollin_Trump @realDonaldTrump good God I hope the results of this poll are not correct. (I mean, not the results - the prophecy.)"
"2972323277","Michigan, USA","848640778322706432","2017-04-02 20:58:23","im love Donald duck"
"3256697005","Michigan","848640669757431808","2017-04-02 20:57:57","@supporttrumpusa Trumpcare = FAIL Travel ban = FAIL Trump presidency = FAIL."
"292858848","Michigan, USA","848640663566659584","2017-04-02 20:57:55","@realDonaldTrump When you say ""find the leakers"", who the hell are you talking to?  Is this how a President issues orders now?  On Twitter?"
"3256697005","Michigan","848640012119920640","2017-04-02 20:55:20","@supporttrumpusa Trump has no clout remaining. No majorr changes coming, so stop worrying about it."
"709427140001931264","Michigan, USA","848639281283334144","2017-04-02 20:52:26","@realDonaldTrump Trump Gorsuch needs to come clean on truck driver case he made a bad judgment that man could have froze to death bad judgme"
"3256697005","Michigan","848639254083317760","2017-04-02 20:52:19","@supporttrumpusa TRUMP is history. Make your mind up to it."
"3256697005","Michigan","848639073535315968","2017-04-02 20:51:36","@supporttrumpusa TRUMP   TRUMP   TRUMP"
"823317605767401472","Michigan, swing state USA.","848637793005862913","2017-04-02 20:46:31","@BoffleSpoffle @Donald4Change @AlanWessman @RonWyden @realDonaldTrump Esp. with ongoing business globalization."
"469786092","Detroit,Michigan","848637537254092804","2017-04-02 20:45:30","@MSNBC shiess! I would be to with all them liars running the white house after  he brought the U.S economy back to its feet"
"1605851814","Michigan, USA","848637302540775425","2017-04-02 20:44:34","#Persist Mr President- @realDonaldTrump you found a bigger mess than expected but you must keep going #Persist #Persist #Persist"
"26559701","Michigan, USA","848637019215470593","2017-04-02 20:43:26","Psyched for #OER17 panel disc w/ @LornaMCampbell @Bali_Maha @mweller, &amp; self. OpenEd, Trump, &amp; Brexit. It gets real now. #trexit"
"1605851814","Michigan, USA","848636978413416449","2017-04-02 20:43:17","Liberals and #MSM scream #resist- I say @realDonaldTrump please #persist- its a dirty job but somebody has to clean that mess!"
"23736882","Michigan, USA","848636940291379200","2017-04-02 20:43:08","@VP @POTUS Fake News. From the source himself."
"221543450","Waterford Michigan","848635273651134464","2017-04-02 20:36:30","Hey remember when I said the #Cubs would win the World Series &amp; Trump would be your president last year? Same thing for this year. Haha #Ha"
"805559293793681408","Michigan, USA","848634056686395393","2017-04-02 20:31:40","@HDblurredvision @CNN Flynn &amp; Stone have evidence against Hillary and Podesta.  Their deep in it.  Obama deep in spying on Trump."
"830885616585805824","Michigan, USA","848633661591351301","2017-04-02 20:30:06","@williamlegate @realDonaldTrump @JCLayfield His ratings are ""huge"",lol"
"830885616585805824","Michigan, USA","848633417747116033","2017-04-02 20:29:08","@realDonaldTrump @JCLayfield Funny the only friend you have is GOP fake news"
"821299605224783872","Michigan, USA","848633370724765701","2017-04-02 20:28:57","@realDonaldTrump The real story is still you are a world wide embarrassment and no one likes you but mental midgets."
"33254569","Michigan ","848632858344394752","2017-04-02 20:26:54","@davidlabrava Trump is a fucking joke!"
"17818698","Michigan, USA","848632225058914305","2017-04-02 20:24:23","@ericgarland Actually, I think the row below ""Name-calling"" is @realDonaldTrump  Tweeting (about anything)"
"257939371","Southeastern Michigan","848631948851458048","2017-04-02 20:23:18","@Riddled45324 @jaketapper @CherylHeide @POTUS He is doing fine considering the corruption of Washington and the media against him."
"821299605224783872","Michigan, USA","848631590695600128","2017-04-02 20:21:52","@realDonaldTrump Bla bla bla.  You are like a goddamn broken record.  You better come up with something better than the last shit sandwich."
"813043003203973121","Michigan, USA","848630960778354688","2017-04-02 20:19:22","1 #gorsuch , 2 #RepealAndReplace , 3 #taxreform , Easy as 1-2-3.  Dems will be irrelevant. All else is noise. @GOP @VP @POTUS @Reince #MAGA"
"529620068","Grand Rapids, Michigan","848630288532033537","2017-04-02 20:16:42","So many problems with this image. The distance away from the White House I could be 4 years ago was a quarter of a mile closer."
"529620068","Grand Rapids, Michigan","848630146609410048","2017-04-02 20:16:08","In D.C. right now- per security- you can only get within a half mile from the front of the White House."
"379739103","Michigan, USA","848628757913120769","2017-04-02 20:10:37","@no1HBstan White women put #Trump over the top. They chose race identity politics over gender equality. Kind of sad."
"775374224034783232","Michigan, USA","848628272636325894","2017-04-02 20:08:41","@CyndieHarris @lindsey_genung @POTUS Let @BarackObama get away. I tweeted Multiple times Hussein was a flight risk. 
#draintheswamp"
"734010156","Michigan","848627746238599171","2017-04-02 20:06:36","#CNN @CNN You guys are downplaying the reason Trump brings foreign nationals to Florida. DINNER. Dinner = Super PAC = Donation party. #DNC"
"255455323","Michigan, USA","848627385436168192","2017-04-02 20:05:10","@DHayesstoker @SocioPentothal @mcspocky Trump gives zero fucks about the American Way."
"785514597629489152","Michigan, USA","848627256985624580","2017-04-02 20:04:39","@2020fight Meant for trump the traitor"
"3236395191","Michigan, USA","848626339905253378","2017-04-02 20:01:00","@DanNerdCubed God he looks like a british trump"
"86955832","Royal Oak, Michigan","848625417347108868","2017-04-02 19:57:20","Looks like a smoke screen for #netneutrality is happening, more money for big corp and billionaires @realDonaldTrump and advisors #kushner"
"7997092","Michigan to EL AYE","848624170229391360","2017-04-02 19:52:23","the only funny april fools joke i saw was @ericandre covinced a group of people trump was impeached and told everyone to check their phones"
"86955832","Royal Oak, Michigan","848624104873832448","2017-04-02 19:52:07","@realDonaldTrump Mr. President if it needs fixed fix it but your never going to come up with a better plan from scratch #trumpcare will suck"
"2164902228","Ann Arbor, Michigan","848624079729041412","2017-04-02 19:52:01","@thehill and trump said Hillary was.  He is so criminal"
"255455323","Michigan, USA","848623945607786498","2017-04-02 19:51:29","@SarahLSmith677 Trump U grad."
"86955832","Royal Oak, Michigan","848623644112805888","2017-04-02 19:50:18","@realDonaldTrump  And the leader is one of your advisors no doubt some like #Bannon or #KellyanneConway  your speeding your own BS to hide"
"2164902228","Ann Arbor, Michigan","848623539204894721","2017-04-02 19:49:53","@thehill nothing prepared us for trump he is not a legitimate president"
"828673632784306179","Michigan, USA","848623385802354689","2017-04-02 19:49:16","@POTUS Quickest health care reform and easiest is to fix Obama care Open ins. markets across all States and Tax the Rich just a little MORE"
"831172653042036736","Michigan, USA","848623251328835584","2017-04-02 19:48:44","@realDonaldTrump Justin Amash is a RINO. Look into his voting record. He needs investigation. Part of Obamas deep state."
"827588841477435392","Michigan, USA","848622952249733120","2017-04-02 19:47:33","@amjoyshow @JoyAnnReid @yashar Then let her and/or trump pay the damn bill they have enough money"
"2164902228","Ann Arbor, Michigan","848622567535636482","2017-04-02 19:46:01","@owenblacker lick trump and Flynn up"
"4182659903","Michigan, USA","848622527719014400","2017-04-02 19:45:51","@freedomcaucus @realDonaldTrump Paul Ryans approval 21%    Don Trumps 35%    AFA 59%.   Leave it alone!"
"275407729","Michigan","848622484001878017","2017-04-02 19:45:41","@realDonaldTrump Hey man you really need to stop drinking the ko ol-aid!"
"2164902228","Ann Arbor, Michigan","848622408382763008","2017-04-02 19:45:23","@Politics_PR fake news to trump he is a fake president no test"
"4182659903","Michigan, USA","848622035525926918","2017-04-02 19:43:54","@DanScavino @realDonaldTrump @justinamash Trump has brought nothing back.   The plans of Ford were in the making since 2015."
"791441179178971136","Michigan, USA","848621655203217409","2017-04-02 19:42:23","@JoyAnnReid @latimes Everything we already knew about Trump and very well said!"
"827588841477435392","Michigan, USA","848621415439970304","2017-04-02 19:41:26","@CNN @SFinEville @WomenintheWorld Yeah b/c we underestimated how far men would go to win trump putin sanders all liars and cheats"
"2164902228","Ann Arbor, Michigan","848621349744648193","2017-04-02 19:41:11","@thehill oh I thought they dropped her from the White House"
"818778290525765632","Troy, MICHIGAN","848620493657837569","2017-04-02 19:37:46","@FoxNews @realDonaldTrump Amen!"
"44260667","Michigan","848620448606810113","2017-04-02 19:37:36","@dcexaminer @BretBaier Again, what do we care about the old regime?  President Trump is the decider in chief now"
"277154116","Michigan, USA","848619470935478273","2017-04-02 19:33:43","While the news is busy reporting bout what trump had for breakfast @ATT @comcast r ready to screw everyone. Telecom respeck #Internetprivacy"
"815295817871491073","Michigan, USA","848618857493401601","2017-04-02 19:31:16","@realDonaldTrump Time will tell, you fucking worm."
"316693634","Ypsilanti, Michigan, USA","848618618241695750","2017-04-02 19:30:19","I feel like, if I could get the Trump supporters in my life to read _The Left Hand of Darkness_, I might be able to explain myself to them."
"748234422424473602","Michigan, USA","848618555931336704","2017-04-02 19:30:04","@BalrogGameRoom You ask that while Trump is in office.....frankly we lost control ages ago"
"165821687","Michigan","848618428659269641","2017-04-02 19:29:34","@moveover4me2 @sweetcher62 @realDonaldTrump Just get them all together and FLUSH !"
"827588841477435392","Michigan, USA","848617981815009280","2017-04-02 19:27:48","@anneapplebaum @louvice She is a greedy bitch just like her brother trump!"
"1223249953","Michigan, USA","848617779821465601","2017-04-02 19:26:59","""I hear and I forget. I see and I remember. I do and I understand.""  --Confucius"
"340625811","Michigan","848617129037398016","2017-04-02 19:24:24","@realDonaldTrump @POTUS @WhiteHouse @PressSec @DevinNunes Another day closer to impeachment and then prison for all of you traitors!"
"843151652626616321","Michigan","848616805958594560","2017-04-02 19:23:07","@aliquid_haeret_ @thehill Naw....Trump is odd."
"1027007246","Menominee Michigan","848615906326568960","2017-04-02 19:19:33","Trump the Stink Bomb Russia dropped on America"
"554751991","Michigan, USA","848615785459318784","2017-04-02 19:19:04","Happy birthday and #GoBlue to @okrent and @BJaffe"
"1027007246","Menominee Michigan","848615542596534272","2017-04-02 19:18:06","@SafetyPinDaily @ShogrenE States need to ignore Trump and Washington and each take up the fight against Global Warming Screw Trump"
"2188629314","Michigan","848615480231436289","2017-04-02 19:17:51","So if Steve Bannon is the @POTUS  mentor in chief and @vp is making the koolaid for the @GOP and now the @DNC how much longer do we have."
"736693520451416064","Somewhere in Michigan","848614976994541569","2017-04-02 19:15:51","@SpeakerRyan @realDonaldTrump ....but wants to take their Healthcare away for tax cuts for the 1%."
"376534185","Lake Michigan","848614516984303616","2017-04-02 19:14:02","@BrianHoyt3 @StopTrump2020 @GenericHeretic Probably makes the secret service by Trump brand water."
"1370755100","Michigan, USA","848613739876282371","2017-04-02 19:10:56","@washingtonpost They are on the White House!"
"1370755100","Michigan, USA","848613647156903936","2017-04-02 19:10:34","@nytimes Trump does not care about America only himself!"
"818778290525765632","Troy, MICHIGAN","848612592763449345","2017-04-02 19:06:23","@DrJohn76533054 @POTUS We all need sunlight #TRUMP SUPPORTERS #MAGA"
"825049604957802496","Northern michigan","848612572219789313","2017-04-02 19:06:18","@GovMikeHuckabee @realDonaldTrump unicorns are beautiful creatures."
"836778127821049856","Michigan, USA","848612552091328512","2017-04-02 19:06:13","@rolandsmartin @realDonaldTrump lol Roland. Maybe look up thing before spouting nonsense. U r a racist nitwit"
"736693520451416064","Somewhere in Michigan","848612475511734273","2017-04-02 19:05:55","@VP @POTUS Any truth on the rumor of Alcatraz reopening when the two of you along with the rest of the Unholy Trinity get convicted?"
"27225616","Lansing","848612423145861121","2017-04-02 19:05:42","@realDonaldTrump Haha. April 1st was yesterday."
"503820367","Michigan","848612229645783040","2017-04-02 19:04:56","@VP @POTUS More bullshit"
"824379399352971264","Michigan, USA","848612086905282565","2017-04-02 19:04:22","@Bulldogpm I have voted mostly third party for over 30 years. Last year I punched dem except for some local. Trump did that to me."
"503820367","Michigan","848612083868610560","2017-04-02 19:04:21","@VP @POTUS There was nothing great about this week. trump is still president."
"82041943","Monroe County, Michigan","848612039052451840","2017-04-02 19:04:11","@MrMsider @realDonaldTrump Being able to fact-check a POTUS in real-time is pretty fantastic. Obsessive? Maybe. Totally awesome? Absolutely!"
"829778285580128256","Michigan, USA","848611940842778626","2017-04-02 19:03:47","@pmalan1979 @PressSec @dcexaminer What do you personally think about the whole Russia thing? Do you think Trump colluded with them?"
"826409527067160576","Michigan, USA","848611818612420608","2017-04-02 19:03:18","@realDonaldTrump Not nearly as sad as the fact you won the election."
"823668668349476864","Michigan, USA","848611696411369472","2017-04-02 19:02:49","@DineshDSouza @realDonaldTrump That author is going to have to ""get over it!"""
"917874170","Southeast Michigan","848610942489374720","2017-04-02 18:59:49","@realDonaldTrump Love?"
"805559293793681408","Michigan, USA","848608441857966080","2017-04-02 18:49:53","@HDblurredvision @CNN  Trump can take 100% credit for what he has done.  MSM expected a financial collapse if Trump got elected."
"816427430802063360","Michigan, USA","848608136588034049","2017-04-02 18:48:40","@realDonaldTrump Lame Duck! How do they say that in Russian Donny"
"1317327973","Michigan","848608091381923841","2017-04-02 18:48:30","Unfortunately the Trump victory has melded the Christian right and alt-right together to a certain degree. This is bad news."
"1004878404","Michigan","848607260557414401","2017-04-02 18:45:11","@realDonaldTrump If I continued to listen to you, I would just become as stupid as you. I choose to be entertained instead. #DanceForMeClown"
"22373007","Michigan, USA","848607111282118658","2017-04-02 18:44:36","@realDonaldTrump Death to Ocare I think not. Out with the Trump administration and all REPUBLICANS."
"1317327973","Michigan","848606422564831232","2017-04-02 18:41:52","Cynically, though, I wish that more Pro-life groups would have realized beforehand that a Trump victory would have resulted in this."
"90434809","Kalamazoo, Michigan  U.S.A.","848606418290606080","2017-04-02 18:41:51","@drdozellodc Dr. Donald, Many thanks hope you get a chance to read my book..Ken @kennethafisher"
"829778285580128256","Michigan, USA","848605829200830467","2017-04-02 18:39:30","@gorquezilla @PressSec @dcexaminer Well...I knew Trump would win the election. Lol Im js I dont see Republicans letting Gorsuch go."
"709427140001931264","Michigan, USA","848604889106202624","2017-04-02 18:35:46","@realDonaldTrump Trump just heard the case of possibly freezing on expressway brakes froze trailer think twice about this judge Gorsuch"
"65747107","Michigan ","848604852523606016","2017-04-02 18:35:37","tRump has a scary willingness to repeat alt-right conspiracy theories, racist memes and crackpot non-mainstream ideas. LA Times @cspanwj"
"827588841477435392","Michigan, USA","848604144394960901","2017-04-02 18:32:48","@Impeach_D_Trump Every damn one of them!"
"65747107","Michigan ","848604136237142016","2017-04-02 18:32:47","tRump has an utter lack of regard for truth. --LA Times @cspanwj"
"827588841477435392","Michigan, USA","848604005332856835","2017-04-02 18:32:15","@MrDane1982 Reagan was a B movie actor who read the scripts he was handed he was actually trump 3.0"
"65747107","Michigan ","848603695185092608","2017-04-02 18:31:01","tRump displays a shocking lack of respect for those fundamental rules and institutions on which our government is based. --LA Times @cspanwj"
"27438919","Michigan, USA","848603514725126147","2017-04-02 18:30:18","Please tell Mr Trump to remove his family from the white house and he should go to work in help us here      HELP"
"860654598","Okemos, Michigan","848603266346889216","2017-04-02 18:29:19","@realDonaldTrump Maybe the focus should be on improving health care for ALL and improving quality of life for ALL  #whyIMarch #resist"
"361488306","Ann Arbor, Michigan, U.S.","848602391016550402","2017-04-02 18:25:50","@realDonaldTrump Congress is not studying it seriously. Holding out false hope that ""talks"" will help, only serves to disillusion."
"737295254768996352","Michigan, USA","848602330593472512","2017-04-02 18:25:36","Clinton got BJs in the Oval Office.  But people want to impeach Trump who is creating more jobs, cutting the deficit, listening to us peeps?"
"2712489396","Kalamazoo Michigan, USA","848602228214697985","2017-04-02 18:25:12","@SethAbramson Treasonous Trump and Co."
"845842526464487424","Royal Woods, Michigan","848601960081215488","2017-04-02 18:24:08","I hate the fact that Donald Trump is our president. He is such a drama queen &amp; he has a obsession with building a wall. He ruins everything"
"824315173943050249","Michigan, USA","848601068162486272","2017-04-02 18:20:35","@EmmasGarden58 @JaimePrimak @mcuban @realDonaldTrump Such an intelligent reply"
"26228538","Michigan","848600805619924993","2017-04-02 18:19:32","@realDonaldTrump You are the leaker, remember pee pee leaker?"
"743722730621526016","Michigan, USA","848600186842521600","2017-04-02 18:17:05","Judge to Trump: No Protection for Rally Speech Inciting Violence"
"766393840634884097","Michigan","848599728635994112","2017-04-02 18:15:16","Since the left is losing the Russian narrative, they are now resorting to calling Trump supporters, ""Russian operatives""."
"490591746","Lowell, Michigan","848599354009153537","2017-04-02 18:13:46","@JosephWulfsohn Because President Obama was and is ""some sort of Honest Abe,"" and there is ZERO equivalency between him and Trump."
"822590848554725376","Michigan, USA","848597299567759360","2017-04-02 18:05:37","@KyleKulinski In other news , Donald trump is the president"
"16467276","Lansing, MI  ","848596967286595584","2017-04-02 18:04:17","@stabenow I believe Paul Ryan is behind the trouble with the white house. He is  waiting to swoop in when POTUS /VP are ousted. Watch him."
"16427096","Michigan","848595504162377728","2017-04-02 17:58:28","@RussSorite16 @sleepyhungry @mcuban Trumpie, duh. Our fake-POTUS is an attention addict."
"2186694416","Michigan","848595164419547137","2017-04-02 17:57:07","I support Donald Trump completely. He is the best thing that has happened in my 73 years on this earth.  Long live the Republicans."
"791441179178971136","Michigan, USA","848594810986536964","2017-04-02 17:55:43","@Alyssa_Milano @latimes This is a great article, full of truths about Trump and his administration."
"465993365","Lansing, MI","848594747447009284","2017-04-02 17:55:28",".@realDonaldTrump pls kys"
