"userid","userlocation","statusid","statustime","tweet"
"2435095796","utah","853744699357540352","2017-04-16 22:59:32","@realDonaldTrump .... Stop Tweeting .... You are going to start WWlll over childish tweets !!!!!!"
"18235949","Utah, USA","853742739883569152","2017-04-16 22:51:45","@thehill All of the protests would go away once Trump releases his tax returns...the question still remains: what is he hiding?"
"1465286323","Salt Lake City, UT","853740258357157889","2017-04-16 22:41:53","@POTUS MOST CITIZENS CAN THINK OF NO OTHER AS DISHONEST AS YOU.  YOUR ""WISHES"" ARE MEANINGLESS."
"1465286323","Salt Lake City, UT","853740104271003649","2017-04-16 22:41:17","DONALD TRUMP, YOU POSSESS NONE OF THE VIRTUES OF OUR FOREFATHERS NOR ANY OF OUR SUBSEQUENT LEADERS. YOU ARE TAKING THIS COUNTRY INTO DISAST."
"107786612","Utah, United States","853738175033778176","2017-04-16 22:33:37","@kjsm006 @ByErinWeaver @realDonaldTrump And unicorns are real!"
"229396638","Ogden, Utah","853737162352738304","2017-04-16 22:29:35","@realDonaldTrump Brought up again? They were never forgotten about. #Senileoldfuck"
"229396638","Ogden, Utah","853736329581961216","2017-04-16 22:26:17","@realDonaldTrump Fuck you, and your tiny orange hands."
"1028184360","Salt Lake City, UT","853735597168500736","2017-04-16 22:23:22","@benshapiro Do you believe Trump should release his taxes?"
"37686587","Eagle Mountain, Utah","853733384090132481","2017-04-16 22:14:35","@MiaBLove Ah!  I guess this post makes up for Mia being M.I.A. for Utah. Or...  did you mean trump?"
"1592205739","Salt Lake City, UT, USA, Earth","853732734447087616","2017-04-16 22:12:00","@ACLU ""The election is over!"" Says the man still touting he ""easily won the Electoral College."" Is it really over, Donald? Is it really?"
"1063545620","Utah, USA","853731801642057728","2017-04-16 22:08:17","@FoxNews @POTUS Trumps taxes are irrelevant"
"363529382","Utah, USA","853729051336261632","2017-04-16 21:57:22","@nia4_trump @LeahR77 And how I do hate Bolsheviks Leninists Marxsists Stalinists or any other collectivist advocates"
"408453909","Utah","853725131356504064","2017-04-16 21:41:47","@fxp123 Fear generated on hispanic family, that parent will be deported, is huge. Emotional terror inflicted by Trump, Kelly, Sessions."
"23699006","Salt Lake City","853722859281145856","2017-04-16 21:32:45","@realDonaldTrump ""Small"" rallies--still bigger than your inauguration crowd. #LiarinChief #mycrowdisbiggerthanyourcrowd"
"838439213137698817","Utah, USA","853721702995378176","2017-04-16 21:28:10","I have been so critical of @realDonaldTrump. But after following @DonaldJTrumpJr #Instagram.  I have to say, he did good with that one."
"8542682","Utah ","853713893465571328","2017-04-16 20:57:08","@realDonaldTrump You are a fraud!"
"2254139442","Salt Lake City, UT","853708613637947397","2017-04-16 20:36:09","@AJEnglish Because GWB is enjoying the attention being drawn away from his failures as POTUS courtesy of @realDonaldTrump"
"32761401","Utah","853707541162844160","2017-04-16 20:31:53","@realDonaldTrump Go fuck yourself!"
"764484114","utah state university","853706854798508032","2017-04-16 20:29:09","easter sunday means praising Donald Trump at the dinner table!!"
"806470866154319875","Salt Lake City, UT","853705604820598785","2017-04-16 20:24:11","President who thought Obama traveled too much is now traveling too much #trump #maga"
"154974214","Salt Lake City UT","853704441295380480","2017-04-16 20:19:34","@NYDailyNews @vlramirez12 Trump is a reactionary. Allways  the wrong direction for America. There will be a reckoning."
"827335676731465729","Utah","853696392790933505","2017-04-16 19:47:35","@realDonaldTrump fuck off"
"142865587","Salt Lake City, UT","853694159273590785","2017-04-16 19:38:43","@realDonaldTrump You are such an idiot! Go crawl in a hole and go away you disgrace of a human being."
"1586840149","Price, Utah","853693373185761283","2017-04-16 19:35:35","@realDonaldTrump Our Military has always been strong! Nothing to do with you!! You are a damned COWARD acting like a Dictator!! STOP IT!!"
"1586840149","Price, Utah","853692817809584131","2017-04-16 19:33:23","@realDonaldTrump Trump stop spending taxpayers money for travel every week!! You wanted to be President!! Do your damn job!! You work for US"
"279683174","SL,UT","853691774363029504","2017-04-16 19:29:14","@thehill And @POTUS will request a golden shower at the hotel during his U.K. visit. Sad!"
"598862645","Salt Lake City, UT","853687661604753410","2017-04-16 19:12:53","@jessherc @KenJennings My friend &amp; I had a running theory that Trump embodies all things Comic Sans. He IS Comic Sans. And here is proof."
"1098840355","Daggett County, Utah","853684931062452230","2017-04-16 19:02:02","@tomcoates @realDonaldTrump I could see how a phrase like America First or American made would be so offensive to your sensitive feelings.."
"870861764","Utah, USA","853682401570021376","2017-04-16 18:51:59","@Pronate @Vets_Vs_Trump @cjchivers @MoveOn @realDonaldTrump @elizabethforma Taxes promise.  So simple"
"784955439288946688","Salt Lake City, UT","853677400508342272","2017-04-16 18:32:07","@realDonaldTrump to say your tax returns were ""brought up"" is quite an understatement. many thousands are asking you to be transparent."
"28006462","Utah","853676943941619713","2017-04-16 18:30:18","@realDonaldTrump You are such an embarrassment!!"
"805434377945522177","Salt Lake City, UT","853676618665009152","2017-04-16 18:29:01","@realDonaldTrump Who paid for them?? We want to see your taxes so we took to the streets."
"25003200","Ogden, Utah","853675427419668480","2017-04-16 18:24:17","@realDonaldTrump Shut up. You impotent little man."
"251667263","swimming upstream in Utah","853674814359261184","2017-04-16 18:21:50","@HenryBLowery @AnnTBush @realDonaldTrump ThankYOU for telling it like it is!!"
